,RadioOperatorName,TrafficDirection,DeviceManufacturer,DeviceName,LocationLatitude,LocationLongitude,TrafficVolume,day,hour,RSRP
0,Operator C,Uplink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.140186,1.0,21.0,-62.0
1,Operator C,Uplink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.140186,1.0,21.0,-67.0
2,Operator C,Uplink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.140186,1.0,21.0,-64.0
3,Operator C,Uplink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.140186,1.0,21.0,-66.0
4,Operator C,Uplink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.140186,1.0,21.0,-65.0
5,Operator C,Downlink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.338697,1.0,21.0,-62.0
6,Operator C,Downlink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.338697,1.0,21.0,-67.0
7,Operator C,Downlink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.338697,1.0,21.0,-64.0
8,Operator C,Downlink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.338697,1.0,21.0,-66.0
9,Operator C,Downlink,SAMSUNG,GALAXY A50,24.828726,46.81041,0.338697,1.0,21.0,-65.0
10,Operator A,Uplink,HUAWEI,HUAWEI Y5 2019,24.69142,46.65276,0.058222,1.0,21.0,-81.0
11,Operator A,Downlink,HUAWEI,HUAWEI Y5 2019,24.69142,46.65276,0.141252,1.0,21.0,-81.0
12,Operator A,Downlink,HUAWEI,HUAWEI Y5 2019,24.691517,46.65258,0.676829,1.0,22.0,-97.0
13,Operator A,Downlink,HUAWEI,HUAWEI Y5 2019,24.691517,46.65258,0.676829,1.0,22.0,-94.0
14,Operator A,Uplink,HUAWEI,HUAWEI Y5 2019,24.691517,46.65258,0.24525,1.0,22.0,-97.0
15,Operator A,Uplink,HUAWEI,HUAWEI Y5 2019,24.691517,46.65258,0.24525,1.0,22.0,-94.0
16,Operator A,Downlink,HUAWEI,HUAWEI Y5 2019,24.691517,46.65258,6.218721,1.0,22.0,-97.0
17,Operator A,Downlink,HUAWEI,HUAWEI Y5 2019,24.691517,46.65258,6.218721,1.0,22.0,-94.0
18,Operator A,Uplink,HUAWEI,HUAWEI Y5 2019,24.691517,46.65258,0.647324,1.0,22.0,-97.0
19,Operator A,Uplink,HUAWEI,HUAWEI Y5 2019,24.691517,46.65258,0.647324,1.0,22.0,-94.0
20,Operator A,Downlink,SAMSUNG,GALAXY J5 PRIME,24.599922,46.552475,1.357487,2.0,7.0,-104.0
21,Operator A,Downlink,SAMSUNG,GALAXY J5 PRIME,24.599922,46.552475,1.357487,2.0,7.0,-106.0
22,Operator A,Downlink,SAMSUNG,GALAXY J5 PRIME,24.599922,46.552475,1.357487,2.0,7.0,-96.0
23,Operator A,Uplink,SAMSUNG,GALAXY J5 PRIME,24.599754,46.552315,0.500094,2.0,7.0,-99.0
24,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.813534,46.818344,1.36227,2.0,12.0,-90.0
25,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.813534,46.818344,1.36227,2.0,12.0,-90.0
26,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.813534,46.818344,0.371303,2.0,12.0,-90.0
27,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.813534,46.818344,0.371303,2.0,12.0,-90.0
28,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.791515,46.781036,6.048616,2.0,3.0,-89.0
29,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.791515,46.781036,6.048616,2.0,3.0,-89.0
30,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.791515,46.781036,6.048616,2.0,3.0,-89.0
31,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.791515,46.781036,1.415479,2.0,3.0,-89.0
32,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.791515,46.781036,1.415479,2.0,3.0,-89.0
33,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.791515,46.781036,1.415479,2.0,3.0,-89.0
34,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.804485,46.805717,0.106204,2.0,3.0,-62.0
35,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.804485,46.805717,0.106204,2.0,3.0,-91.0
36,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.804485,46.805717,0.106204,2.0,3.0,-62.0
37,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.804485,46.805717,0.106204,2.0,3.0,-91.0
38,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.805717,46.793045,0.373101,2.0,3.0,-85.0
39,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.791098,2.0,12.0,-74.0
40,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-90.0
41,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-73.0
42,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.791098,2.0,12.0,-86.0
43,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.791098,2.0,12.0,-89.0
44,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-91.0
45,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-86.0
46,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-77.0
47,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-86.0
48,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-73.0
49,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-94.0
50,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-96.0
51,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.791098,2.0,12.0,-77.0
52,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.791098,2.0,12.0,-86.0
53,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.791098,2.0,12.0,-73.0
54,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.791098,2.0,12.0,-77.0
55,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.791098,2.0,12.0,-80.0
56,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.345723,2.0,12.0,-74.0
57,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-90.0
58,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-73.0
59,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.345723,2.0,12.0,-86.0
60,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.345723,2.0,12.0,-89.0
61,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-91.0
62,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-86.0
63,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-77.0
64,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-86.0
65,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-73.0
66,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-94.0
67,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-96.0
68,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.345723,2.0,12.0,-77.0
69,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.345723,2.0,12.0,-86.0
70,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.345723,2.0,12.0,-73.0
71,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.345723,2.0,12.0,-77.0
72,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.345723,2.0,12.0,-80.0
73,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.793514,46.792454,0.115901,2.0,4.0,-62.0
74,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.793514,46.792454,0.115901,2.0,4.0,-80.0
75,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.793514,46.792454,0.115901,2.0,4.0,-85.0
76,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.793514,46.792454,0.115901,2.0,4.0,-85.0
77,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.793514,46.792454,0.115901,2.0,4.0,-70.0
78,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.793514,46.792454,0.115901,2.0,4.0,-70.0
79,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.793514,46.792454,0.115901,2.0,4.0,-85.0
80,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.793514,46.792454,0.115901,2.0,4.0,-63.0
81,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.793514,46.792454,0.201556,2.0,4.0,-62.0
82,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.793514,46.792454,0.201556,2.0,4.0,-80.0
83,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.793514,46.792454,0.201556,2.0,4.0,-85.0
84,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.793514,46.792454,0.201556,2.0,4.0,-85.0
85,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.793514,46.792454,0.201556,2.0,4.0,-70.0
86,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.793514,46.792454,0.201556,2.0,4.0,-70.0
87,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.793514,46.792454,0.201556,2.0,4.0,-85.0
88,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.793514,46.792454,0.201556,2.0,4.0,-63.0
89,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.086572,2.0,11.0,-99.0
90,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.086572,2.0,11.0,-79.0
91,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.086572,2.0,11.0,-72.0
92,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.086572,2.0,11.0,-99.0
93,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.086572,2.0,11.0,-99.0
94,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.086572,2.0,11.0,-87.0
95,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.086572,2.0,11.0,-68.0
96,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.086572,2.0,11.0,-72.0
97,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.086572,2.0,11.0,-72.0
98,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.22845,2.0,11.0,-99.0
99,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.22845,2.0,11.0,-79.0
100,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.22845,2.0,11.0,-72.0
101,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.22845,2.0,11.0,-99.0
102,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.22845,2.0,11.0,-99.0
103,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.22845,2.0,11.0,-87.0
104,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.22845,2.0,11.0,-68.0
105,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.22845,2.0,11.0,-72.0
106,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.22845,2.0,11.0,-72.0
107,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.336645,2.0,11.0,-99.0
108,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.336645,2.0,11.0,-79.0
109,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.336645,2.0,11.0,-72.0
110,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.336645,2.0,11.0,-99.0
111,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.336645,2.0,11.0,-99.0
112,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.336645,2.0,11.0,-87.0
113,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.336645,2.0,11.0,-68.0
114,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.336645,2.0,11.0,-72.0
115,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.336645,2.0,11.0,-72.0
116,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.409416,2.0,11.0,-99.0
117,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.409416,2.0,11.0,-79.0
118,Operator C,Downlink,HUAWEI,HUAWEI P SMART PRO,24.795528,46.774853,0.409416,2.0,11.0,-72.0
119,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.409416,2.0,11.0,-99.0
120,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.409416,2.0,11.0,-99.0
121,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.409416,2.0,11.0,-87.0
122,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.795528,46.774853,0.409416,2.0,11.0,-68.0
123,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.795528,46.774853,0.409416,2.0,11.0,-72.0
124,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.795528,46.774853,0.409416,2.0,11.0,-72.0
125,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.821354,46.814312,0.212274,2.0,12.0,-67.0
126,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.821354,46.814312,0.212274,2.0,12.0,-71.0
127,Operator C,Downlink,HUAWEI,Y9 PRIME 2019,24.817917,46.81032,0.368055,2.0,12.0,-93.0
128,Operator C,Downlink,HUAWEI,HUAWEI Y9 PRIME 2019,24.817917,46.81032,0.368055,2.0,12.0,-105.0
129,Operator C,Downlink,HUAWEI,HUAWEI Y9S,24.817917,46.81032,0.368055,2.0,12.0,-105.0
130,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.801401,46.77791,0.193548,2.0,10.0,-85.0
131,Operator C,Uplink,HUAWEI,HUAWEI P SMART PRO,24.801401,46.77791,0.193548,2.0,10.0,-95.0
132,Operator C,Uplink,HUAWEI,HUAWEI Y9S,24.801401,46.77791,0.193548,2.0,10.0,-95.0
133,Operator C,Uplink,HUAWEI,Y9 PRIME 2019,24.801401,46.77791,0.193548,2.0,10.0,-89.0
134,Operator C,Uplink,HUAWEI,HUAWEI Y9 PRIME 2019,24.801401,46.77791,0.193548,2.0,10.0,-89.0
135,Operator B,Downlink,SAMSUNG,GALAXY A20,24.63008,46.72515,0.473302,2.0,6.0,-91.0
136,Operator B,Downlink,SAMSUNG,GALAXY A20,24.63008,46.72515,0.947404,2.0,6.0,-91.0
137,Operator B,Uplink,SAMSUNG,GALAXY A20,24.63008,46.72515,0.802262,2.0,6.0,-91.0
138,Operator B,Uplink,SAMSUNG,GALAXY A20,24.63008,46.72515,0.147603,2.0,6.0,-91.0
139,Operator B,Downlink,SAMSUNG,GALAXY A20,24.632177,46.722176,0.001961,1.0,21.0,-85.0
140,Operator B,Downlink,SAMSUNG,GALAXY A20,24.632177,46.722176,0.001961,1.0,21.0,-89.0
141,Operator B,Uplink,SAMSUNG,GALAXY A20,24.632177,46.722176,0.011034,1.0,21.0,-85.0
142,Operator B,Uplink,SAMSUNG,GALAXY A20,24.632177,46.722176,0.011034,1.0,21.0,-89.0
143,Operator B,Downlink,SAMSUNG,GALAXY A20,24.632177,46.722176,0.073262,1.0,21.0,-85.0
144,Operator B,Downlink,SAMSUNG,GALAXY A20,24.632177,46.722176,0.073262,1.0,21.0,-89.0
145,Operator B,Uplink,SAMSUNG,GALAXY A20,24.632177,46.722176,0.002158,1.0,21.0,-85.0
146,Operator B,Uplink,SAMSUNG,GALAXY A20,24.632177,46.722176,0.002158,1.0,21.0,-89.0
147,Operator B,Downlink,SAMSUNG,GALAXY A20,24.628994,46.72859,29.084532,2.0,5.0,-73.0
148,Operator B,Uplink,SAMSUNG,GALAXY A20,24.628994,46.72859,1.841733,2.0,5.0,-73.0
149,Operator A,Downlink,HMD GLOBAL,NOKIA 6,24.823952,46.60522,0.311438,2.0,3.0,-98.0
150,Operator A,Downlink,HMD GLOBAL,NOKIA 6,24.823952,46.60522,0.113039,2.0,3.0,-98.0
151,Operator A,Uplink,HMD GLOBAL,NOKIA 6,24.823952,46.60522,0.077035,2.0,3.0,-98.0
152,Operator A,Downlink,HMD GLOBAL,NOKIA 6,24.823952,46.60522,2.2115,2.0,3.0,-98.0
153,Operator A,Uplink,HMD GLOBAL,NOKIA 6,24.823952,46.60522,0.384783,2.0,3.0,-98.0
154,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.727777,46.663532,0.738544,2.0,7.0,-68.0
155,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.727777,46.663532,0.155902,2.0,7.0,-68.0
156,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.593557,46.735386,1.687397,2.0,6.0,-68.0
157,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.593557,46.735386,1.687397,2.0,6.0,-89.0
158,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.593557,46.735386,1.687397,2.0,6.0,-75.0
159,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.593557,46.735386,1.687397,2.0,6.0,-95.0
160,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.593557,46.735386,1.687397,2.0,6.0,-66.0
161,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.593557,46.735386,1.687397,2.0,6.0,-70.0
162,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.593557,46.735386,1.687397,2.0,6.0,-78.0
163,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.593557,46.735386,1.687397,2.0,6.0,-72.0
164,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.593557,46.735386,1.687397,2.0,6.0,-83.0
165,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.311346,2.0,8.0,-76.0
166,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.311346,2.0,8.0,-83.0
167,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.311346,2.0,8.0,-93.0
168,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.311346,2.0,8.0,-79.0
169,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.311346,2.0,8.0,-90.0
170,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.542093,2.0,8.0,-76.0
171,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.542093,2.0,8.0,-83.0
172,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.542093,2.0,8.0,-93.0
173,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.542093,2.0,8.0,-79.0
174,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.748104,46.584866,0.542093,2.0,8.0,-90.0
175,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.755772,46.636776,0.050841,2.0,7.0,-75.0
176,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.755772,46.636776,0.044355,2.0,7.0,-75.0
177,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.864525,46.587463,0.044431,2.0,8.0,-112.0
178,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.864525,46.587463,0.044431,2.0,8.0,-110.0
179,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.864525,46.587463,0.08257,2.0,8.0,-112.0
180,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.864525,46.587463,0.08257,2.0,8.0,-110.0
181,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.59001,46.597706,1.137875,2.0,6.0,-81.0
182,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.59001,46.597706,0.336539,2.0,6.0,-81.0
183,Operator A,Uplink,SAMSUNG,GALAXY A20S,24.832552,46.63058,0.053627,2.0,9.0,-105.0
184,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.685963,46.63392,0.625478,2.0,7.0,-95.0
185,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.685963,46.63392,0.625478,2.0,7.0,-96.0
186,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.685963,46.63392,0.625478,2.0,7.0,-69.0
187,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.685963,46.63392,0.625478,2.0,7.0,-94.0
188,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.685963,46.63392,0.625478,2.0,7.0,-85.0
189,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.685963,46.63392,0.625478,2.0,7.0,-73.0
190,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.827005,46.615223,0.593579,2.0,9.0,-85.0
191,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.827005,46.615223,0.593579,2.0,9.0,-95.0
192,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.827005,46.615223,0.593579,2.0,9.0,-90.0
193,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.827005,46.615223,0.593579,2.0,9.0,-88.0
194,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.827005,46.615223,0.593579,2.0,9.0,-87.0
195,Operator A,Downlink,SAMSUNG,GALAXY A20S,24.827005,46.615223,0.593579,2.0,9.0,-83.0
196,Operator A,Uplink,SAMSUNG,GALAXY J7 NEO,24.69359,46.70211,0.210455,2.0,6.0,-90.0
197,Operator A,Downlink,SAMSUNG,GALAXY J7 NEO,24.665298,46.70924,2.349391,2.0,6.0,-70.0
198,Operator A,Downlink,SAMSUNG,GALAXY A7 (2018),24.675844,46.823334,0.994278,2.0,15.0,-79.0
199,Operator A,Downlink,SAMSUNG,GALAXY A7 (2018),24.675844,46.823334,0.994278,2.0,15.0,-80.0
200,Operator A,Downlink,SAMSUNG,GALAXY A7 (2018),24.675844,46.823334,0.994278,2.0,15.0,-77.0
201,Operator A,Downlink,SAMSUNG,GALAXY J7 NEO,24.595531,46.729244,0.209094,2.0,17.0,-94.0
202,Operator A,Uplink,SAMSUNG,GALAXY J7 NEO,24.595531,46.729244,0.055013,2.0,17.0,-94.0
203,Operator A,Uplink,XIAOMI,MI A2 LITE,24.512373,46.92229,0.016672,2.0,0.0,-106.0
204,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,2.316364,1.0,21.0,-99.0
205,Operator A,Downlink,REALME,REALME 3PRO,24.56766,46.887596,2.316364,1.0,21.0,-96.0
206,Operator A,Downlink,REALME,REALME 3PRO,24.56766,46.887596,2.316364,1.0,21.0,-99.0
207,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,2.316364,1.0,21.0,-96.0
208,Operator A,Downlink,REALME,REALME 3PRO,24.56766,46.887596,2.316364,1.0,21.0,-98.0
209,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,2.316364,1.0,21.0,-97.0
210,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,2.316364,1.0,21.0,-98.0
211,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,2.316364,1.0,21.0,-100.0
212,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.321483,1.0,21.0,-99.0
213,Operator A,Uplink,REALME,REALME 3PRO,24.56766,46.887596,0.321483,1.0,21.0,-96.0
214,Operator A,Uplink,REALME,REALME 3PRO,24.56766,46.887596,0.321483,1.0,21.0,-99.0
215,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.321483,1.0,21.0,-96.0
216,Operator A,Uplink,REALME,REALME 3PRO,24.56766,46.887596,0.321483,1.0,21.0,-98.0
217,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.321483,1.0,21.0,-97.0
218,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.321483,1.0,21.0,-98.0
219,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.321483,1.0,21.0,-100.0
220,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.577194,1.0,21.0,-99.0
221,Operator A,Uplink,REALME,REALME 3PRO,24.56766,46.887596,0.577194,1.0,21.0,-96.0
222,Operator A,Uplink,REALME,REALME 3PRO,24.56766,46.887596,0.577194,1.0,21.0,-99.0
223,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.577194,1.0,21.0,-96.0
224,Operator A,Uplink,REALME,REALME 3PRO,24.56766,46.887596,0.577194,1.0,21.0,-98.0
225,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.577194,1.0,21.0,-97.0
226,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.577194,1.0,21.0,-98.0
227,Operator A,Uplink,REALME,REALME X青春版,24.56766,46.887596,0.577194,1.0,21.0,-100.0
228,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,9.863587,1.0,21.0,-99.0
229,Operator A,Downlink,REALME,REALME 3PRO,24.56766,46.887596,9.863587,1.0,21.0,-96.0
230,Operator A,Downlink,REALME,REALME 3PRO,24.56766,46.887596,9.863587,1.0,21.0,-99.0
231,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,9.863587,1.0,21.0,-96.0
232,Operator A,Downlink,REALME,REALME 3PRO,24.56766,46.887596,9.863587,1.0,21.0,-98.0
233,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,9.863587,1.0,21.0,-97.0
234,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,9.863587,1.0,21.0,-98.0
235,Operator A,Downlink,REALME,REALME X青春版,24.56766,46.887596,9.863587,1.0,21.0,-100.0
236,Operator A,Uplink,REALME,REALME 3PRO,24.567717,46.887276,0.886436,2.0,3.0,-93.0
